batter,game_year,inning,H,WH
408314.0,2016.0,2.0,2,4.0
408314.0,2016.0,3.0,14,42.0
408314.0,2016.0,4.0,8,32.0
408314.0,2016.0,5.0,10,50.0
408314.0,2016.0,6.0,5,30.0
408314.0,2016.0,7.0,3,21.0
408314.0,2016.0,8.0,9,72.0
408314.0,2016.0,9.0,4,36.0
408314.0,2017.0,1.0,21,21.0
408314.0,2017.0,2.0,12,24.0
408314.0,2017.0,3.0,14,42.0
408314.0,2017.0,4.0,10,40.0
408314.0,2017.0,5.0,14,70.0
408314.0,2017.0,6.0,11,66.0
408314.0,2017.0,7.0,15,105.0
408314.0,2017.0,8.0,16,128.0
408314.0,2017.0,9.0,10,90.0
408314.0,2018.0,1.0,1,1.0
408314.0,2018.0,2.0,4,8.0
408314.0,2018.0,3.0,1,3.0
408314.0,2018.0,4.0,3,12.0
408314.0,2018.0,5.0,12,60.0
408314.0,2018.0,6.0,4,24.0
408314.0,2018.0,7.0,7,49.0
408314.0,2018.0,8.0,6,48.0
408314.0,2018.0,9.0,5,45.0
421685.0,2015.0,2.0,1,2.0
421685.0,2015.0,3.0,4,12.0
421685.0,2015.0,4.0,1,4.0
421685.0,2015.0,5.0,1,5.0
421685.0,2015.0,6.0,1,6.0
424144.0,2016.0,5.0,1,5.0
424144.0,2016.0,6.0,1,6.0
424325.0,2015.0,2.0,1,2.0
424325.0,2015.0,3.0,3,9.0
424325.0,2015.0,4.0,3,12.0
424325.0,2015.0,5.0,5,25.0
424325.0,2015.0,6.0,4,24.0
424325.0,2015.0,7.0,3,21.0
424325.0,2015.0,8.0,2,16.0
424325.0,2015.0,9.0,3,27.0
424325.0,2016.0,1.0,1,1.0
424325.0,2016.0,2.0,8,16.0
424325.0,2016.0,3.0,5,15.0
424325.0,2016.0,4.0,4,16.0
424325.0,2016.0,5.0,6,30.0
424325.0,2016.0,6.0,11,66.0
424325.0,2016.0,7.0,2,14.0
424325.0,2016.0,8.0,3,24.0
424325.0,2016.0,9.0,1,9.0
424825.0,2015.0,1.0,2,2.0
424825.0,2015.0,2.0,2,4.0
424825.0,2015.0,3.0,1,3.0
424825.0,2015.0,4.0,2,8.0
424825.0,2015.0,5.0,2,10.0
424825.0,2015.0,6.0,4,24.0
424825.0,2015.0,7.0,4,28.0
424825.0,2015.0,9.0,3,27.0
424825.0,2016.0,1.0,13,13.0
424825.0,2016.0,2.0,9,18.0
424825.0,2016.0,3.0,14,42.0
424825.0,2016.0,4.0,10,40.0
424825.0,2016.0,5.0,15,75.0
424825.0,2016.0,6.0,11,66.0
424825.0,2016.0,7.0,16,112.0
424825.0,2016.0,8.0,6,48.0
424825.0,2016.0,9.0,14,126.0
425386.0,2015.0,3.0,1,3.0
425496.0,2015.0,3.0,1,3.0
425496.0,2015.0,7.0,1,7.0
425509.0,2015.0,1.0,29,29.0
425509.0,2015.0,2.0,9,18.0
425509.0,2015.0,3.0,17,51.0
425509.0,2015.0,4.0,20,80.0
425509.0,2015.0,5.0,9,45.0
425509.0,2015.0,6.0,22,132.0
425509.0,2015.0,7.0,25,175.0
425509.0,2015.0,8.0,16,128.0
425509.0,2015.0,9.0,8,72.0
425509.0,2016.0,1.0,2,2.0
425509.0,2016.0,2.0,9,18.0
425509.0,2016.0,3.0,3,9.0
425509.0,2016.0,4.0,13,52.0
425509.0,2016.0,5.0,12,60.0
425509.0,2016.0,6.0,10,60.0
425509.0,2016.0,7.0,5,35.0
425509.0,2016.0,8.0,11,88.0
425509.0,2016.0,9.0,6,54.0
425509.0,2017.0,2.0,2,4.0
425509.0,2017.0,4.0,2,8.0
425509.0,2017.0,5.0,1,5.0
425509.0,2017.0,6.0,1,6.0
425509.0,2017.0,7.0,2,14.0
425509.0,2017.0,8.0,2,16.0
425532.0,2015.0,2.0,1,2.0
425532.0,2015.0,6.0,1,6.0
425543.0,2015.0,2.0,1,2.0
425543.0,2015.0,4.0,2,8.0
425543.0,2015.0,5.0,1,5.0
425543.0,2015.0,6.0,1,6.0
425543.0,2015.0,7.0,3,21.0
425543.0,2015.0,8.0,2,16.0
425543.0,2015.0,9.0,2,18.0
425549.0,2015.0,2.0,7,14.0
425549.0,2015.0,3.0,3,9.0
425549.0,2015.0,4.0,2,8.0
425549.0,2015.0,5.0,9,45.0
425549.0,2015.0,6.0,6,36.0
425549.0,2015.0,7.0,13,91.0
425549.0,2015.0,8.0,3,24.0
425549.0,2015.0,9.0,4,36.0
425557.0,2015.0,2.0,1,2.0
425557.0,2015.0,3.0,1,3.0
425557.0,2015.0,4.0,1,4.0
425557.0,2015.0,5.0,4,20.0
425557.0,2015.0,6.0,3,18.0
425557.0,2015.0,8.0,3,24.0
425557.0,2015.0,9.0,2,18.0
425560.0,2015.0,1.0,6,6.0
425560.0,2015.0,2.0,18,36.0
425560.0,2015.0,3.0,6,18.0
425560.0,2015.0,4.0,10,40.0
425560.0,2015.0,5.0,8,40.0
425560.0,2015.0,6.0,14,84.0
425560.0,2015.0,7.0,7,49.0
425560.0,2015.0,8.0,9,72.0
425560.0,2015.0,9.0,9,81.0
425567.0,2015.0,1.0,4,4.0
425567.0,2015.0,2.0,13,26.0
425567.0,2015.0,3.0,11,33.0
425567.0,2015.0,4.0,14,56.0
425567.0,2015.0,5.0,15,75.0
425567.0,2015.0,6.0,14,84.0
425567.0,2015.0,7.0,18,126.0
425567.0,2015.0,8.0,11,88.0
425567.0,2015.0,9.0,10,90.0
425664.0,2015.0,1.0,4,4.0
425664.0,2015.0,2.0,9,18.0
425664.0,2015.0,3.0,7,21.0
425664.0,2015.0,4.0,6,24.0
425664.0,2015.0,5.0,2,10.0
425664.0,2015.0,6.0,4,24.0
425664.0,2015.0,7.0,2,14.0
425664.0,2015.0,8.0,4,32.0
425664.0,2015.0,9.0,3,27.0
425766.0,2015.0,1.0,11,11.0
425766.0,2015.0,2.0,15,30.0
425766.0,2015.0,3.0,5,15.0
425766.0,2015.0,4.0,17,68.0
425766.0,2015.0,5.0,10,50.0
425766.0,2015.0,6.0,15,90.0
425766.0,2015.0,7.0,9,63.0
425766.0,2015.0,8.0,11,88.0
425766.0,2015.0,9.0,6,54.0
425766.0,2016.0,1.0,1,1.0
425766.0,2016.0,2.0,18,36.0
425766.0,2016.0,3.0,5,15.0
425766.0,2016.0,4.0,16,64.0
425766.0,2016.0,5.0,9,45.0
425766.0,2016.0,6.0,9,54.0
425766.0,2016.0,7.0,9,63.0
425766.0,2016.0,8.0,12,96.0
425766.0,2016.0,9.0,9,81.0
425772.0,2015.0,2.0,3,6.0
425772.0,2015.0,3.0,5,15.0
425772.0,2015.0,4.0,1,4.0
425772.0,2015.0,5.0,2,10.0
425772.0,2015.0,8.0,2,16.0
425772.0,2015.0,9.0,2,18.0
425772.0,2016.0,1.0,2,2.0
425772.0,2016.0,2.0,5,10.0
425772.0,2016.0,4.0,6,24.0
425772.0,2016.0,5.0,4,20.0
425772.0,2016.0,6.0,4,24.0
425772.0,2016.0,7.0,5,35.0
425772.0,2016.0,8.0,2,16.0
425772.0,2016.0,9.0,2,18.0
425772.0,2017.0,1.0,1,1.0
425772.0,2017.0,2.0,5,10.0
425772.0,2017.0,3.0,5,15.0
425772.0,2017.0,4.0,4,16.0
425772.0,2017.0,5.0,3,15.0
425772.0,2017.0,6.0,6,36.0
425772.0,2017.0,7.0,9,63.0
425772.0,2017.0,8.0,6,48.0
425772.0,2017.0,9.0,3,27.0
425772.0,2018.0,1.0,1,1.0
425772.0,2018.0,2.0,8,16.0
425772.0,2018.0,3.0,5,15.0
425772.0,2018.0,4.0,10,40.0
425772.0,2018.0,5.0,2,10.0
425772.0,2018.0,6.0,2,12.0
425772.0,2018.0,7.0,1,7.0
425772.0,2018.0,8.0,5,40.0
425772.0,2018.0,9.0,3,27.0
425783.0,2015.0,1.0,36,36.0
425783.0,2015.0,2.0,15,30.0
425783.0,2015.0,3.0,24,72.0
425783.0,2015.0,4.0,17,68.0
425783.0,2015.0,5.0,12,60.0
425783.0,2015.0,6.0,14,84.0
425783.0,2015.0,7.0,18,126.0
425783.0,2015.0,8.0,9,72.0
425783.0,2015.0,9.0,11,99.0
425783.0,2016.0,1.0,12,12.0
425783.0,2016.0,2.0,3,6.0
425783.0,2016.0,3.0,3,9.0
425783.0,2016.0,4.0,7,28.0
425783.0,2016.0,5.0,5,25.0
425783.0,2016.0,6.0,5,30.0
425783.0,2016.0,7.0,4,28.0
425783.0,2016.0,8.0,3,24.0
425783.0,2017.0,1.0,29,29.0
425783.0,2017.0,2.0,9,18.0
425783.0,2017.0,3.0,24,72.0
425783.0,2017.0,4.0,10,40.0
425783.0,2017.0,5.0,21,105.0
425783.0,2017.0,6.0,14,84.0
425783.0,2017.0,7.0,9,63.0
425783.0,2017.0,8.0,18,144.0
425783.0,2017.0,9.0,8,72.0
425783.0,2018.0,1.0,23,23.0
425783.0,2018.0,2.0,7,14.0
425783.0,2018.0,3.0,23,69.0
425783.0,2018.0,4.0,8,32.0
425783.0,2018.0,5.0,22,110.0
425783.0,2018.0,6.0,18,108.0
425783.0,2018.0,7.0,14,98.0
425783.0,2018.0,8.0,18,144.0
425783.0,2018.0,9.0,14,126.0
425784.0,2015.0,2.0,3,6.0
425784.0,2015.0,3.0,9,27.0
425784.0,2015.0,4.0,5,20.0
425784.0,2015.0,5.0,11,55.0
425784.0,2015.0,6.0,6,36.0
425784.0,2015.0,7.0,10,70.0
425784.0,2015.0,8.0,3,24.0
425784.0,2015.0,9.0,5,45.0
425784.0,2016.0,2.0,9,18.0
425784.0,2016.0,3.0,3,9.0
425784.0,2016.0,4.0,4,16.0
425784.0,2016.0,5.0,7,35.0
425784.0,2016.0,6.0,2,12.0
425784.0,2016.0,7.0,6,42.0
425784.0,2016.0,8.0,4,32.0
425784.0,2016.0,9.0,6,54.0
425784.0,2017.0,1.0,2,2.0
425784.0,2017.0,2.0,9,18.0
425784.0,2017.0,3.0,5,15.0
425784.0,2017.0,4.0,8,32.0
425784.0,2017.0,5.0,7,35.0
425784.0,2017.0,6.0,6,36.0
425784.0,2017.0,7.0,10,70.0
425784.0,2017.0,8.0,6,48.0
425784.0,2017.0,9.0,2,18.0
425784.0,2018.0,2.0,2,4.0
425784.0,2018.0,3.0,2,6.0
425784.0,2018.0,4.0,1,4.0
425784.0,2018.0,5.0,4,20.0
425784.0,2018.0,6.0,3,18.0
425784.0,2018.0,7.0,2,14.0
425784.0,2018.0,8.0,2,16.0
425784.0,2018.0,9.0,4,36.0
425794.0,2016.0,2.0,4,8.0
425794.0,2016.0,3.0,4,12.0
425794.0,2016.0,4.0,2,8.0
425794.0,2016.0,5.0,1,5.0
425794.0,2016.0,6.0,1,6.0
425794.0,2017.0,2.0,1,2.0
425794.0,2017.0,3.0,4,12.0
425794.0,2017.0,4.0,2,8.0
425794.0,2017.0,6.0,3,18.0
425794.0,2017.0,8.0,1,8.0
425794.0,2018.0,2.0,1,2.0
425796.0,2015.0,1.0,5,5.0
425796.0,2015.0,2.0,10,20.0
425796.0,2015.0,3.0,6,18.0
425796.0,2015.0,4.0,12,48.0
425796.0,2015.0,5.0,7,35.0
425796.0,2015.0,6.0,9,54.0
425796.0,2015.0,7.0,11,77.0
425796.0,2015.0,8.0,11,88.0
425796.0,2015.0,9.0,10,90.0
425796.0,2016.0,1.0,5,5.0
425796.0,2016.0,2.0,11,22.0
425796.0,2016.0,3.0,3,9.0
425796.0,2016.0,4.0,11,44.0
425796.0,2016.0,5.0,6,30.0
425796.0,2016.0,6.0,12,72.0
425796.0,2016.0,7.0,10,70.0
425796.0,2016.0,8.0,14,112.0
425796.0,2016.0,9.0,5,45.0
425834.0,2015.0,1.0,1,1.0
425834.0,2015.0,2.0,5,10.0
425834.0,2015.0,3.0,3,9.0
425834.0,2015.0,4.0,6,24.0
425834.0,2015.0,5.0,2,10.0
425834.0,2015.0,6.0,8,48.0
425834.0,2015.0,7.0,15,105.0
425834.0,2015.0,8.0,8,64.0
425834.0,2015.0,9.0,5,45.0
425834.0,2016.0,1.0,12,12.0
425834.0,2016.0,2.0,14,28.0
425834.0,2016.0,3.0,6,18.0
425834.0,2016.0,4.0,22,88.0
425834.0,2016.0,5.0,17,85.0
425834.0,2016.0,6.0,13,78.0
425834.0,2016.0,7.0,11,77.0
425834.0,2016.0,8.0,10,80.0
425834.0,2016.0,9.0,9,81.0
425835.0,2015.0,5.0,1,5.0
425844.0,2015.0,2.0,1,2.0
425844.0,2015.0,3.0,4,12.0
425844.0,2015.0,4.0,3,12.0
425844.0,2015.0,5.0,3,15.0
425844.0,2015.0,6.0,1,6.0
425844.0,2015.0,7.0,3,21.0
425844.0,2016.0,2.0,3,6.0
425844.0,2016.0,3.0,1,3.0
425844.0,2016.0,5.0,2,10.0
425844.0,2016.0,6.0,4,24.0
425844.0,2017.0,2.0,4,8.0
425844.0,2017.0,4.0,3,12.0
425844.0,2017.0,5.0,4,20.0
425844.0,2017.0,6.0,1,6.0
425844.0,2017.0,7.0,1,7.0
425844.0,2018.0,2.0,5,10.0
425844.0,2018.0,3.0,1,3.0
425844.0,2018.0,4.0,4,16.0
425844.0,2018.0,5.0,2,10.0
425844.0,2018.0,6.0,2,12.0
425844.0,2018.0,7.0,1,7.0
425877.0,2015.0,1.0,8,8.0
425877.0,2015.0,2.0,27,54.0
425877.0,2015.0,3.0,5,15.0
425877.0,2015.0,4.0,24,96.0
425877.0,2015.0,5.0,13,65.0
425877.0,2015.0,6.0,17,102.0
425877.0,2015.0,7.0,10,70.0
425877.0,2015.0,8.0,17,136.0
425877.0,2015.0,9.0,7,63.0
425877.0,2016.0,1.0,13,13.0
425877.0,2016.0,2.0,27,54.0
425877.0,2016.0,3.0,10,30.0
425877.0,2016.0,4.0,23,92.0
425877.0,2016.0,5.0,14,70.0
425877.0,2016.0,6.0,15,90.0
425877.0,2016.0,7.0,23,161.0
425877.0,2016.0,8.0,19,152.0
425877.0,2016.0,9.0,16,144.0
425877.0,2017.0,1.0,9,9.0
425877.0,2017.0,2.0,22,44.0
425877.0,2017.0,3.0,12,36.0
425877.0,2017.0,4.0,23,92.0
425877.0,2017.0,5.0,9,45.0
425877.0,2017.0,6.0,26,156.0
425877.0,2017.0,7.0,10,70.0
425877.0,2017.0,8.0,15,120.0
425877.0,2017.0,9.0,6,54.0
425877.0,2018.0,1.0,19,19.0
425877.0,2018.0,2.0,14,28.0
425877.0,2018.0,3.0,10,30.0
425877.0,2018.0,4.0,11,44.0
425877.0,2018.0,5.0,11,55.0
425877.0,2018.0,6.0,15,90.0
425877.0,2018.0,7.0,17,119.0
425877.0,2018.0,8.0,9,72.0
425877.0,2018.0,9.0,11,99.0
425900.0,2015.0,1.0,2,2.0
425900.0,2015.0,2.0,10,20.0
425900.0,2015.0,3.0,4,12.0
425900.0,2015.0,4.0,8,32.0
425900.0,2015.0,5.0,4,20.0
425900.0,2015.0,6.0,6,36.0
425900.0,2015.0,7.0,4,28.0
425900.0,2015.0,8.0,2,16.0
425900.0,2015.0,9.0,2,18.0
425900.0,2016.0,1.0,1,1.0
425900.0,2016.0,2.0,11,22.0
425900.0,2016.0,3.0,4,12.0
425900.0,2016.0,4.0,7,28.0
425900.0,2016.0,5.0,6,30.0
425900.0,2016.0,6.0,9,54.0
425900.0,2016.0,7.0,13,91.0
425900.0,2016.0,8.0,7,56.0
425900.0,2016.0,9.0,5,45.0
425902.0,2015.0,1.0,49,49.0
425902.0,2015.0,2.0,2,4.0
425902.0,2015.0,3.0,31,93.0
425902.0,2015.0,4.0,17,68.0
425902.0,2015.0,5.0,21,105.0
425902.0,2015.0,6.0,17,102.0
425902.0,2015.0,7.0,23,161.0
425902.0,2015.0,8.0,16,128.0
425902.0,2015.0,9.0,12,108.0
425902.0,2016.0,1.0,15,15.0
425902.0,2016.0,2.0,6,12.0
425902.0,2016.0,3.0,5,15.0
425902.0,2016.0,4.0,11,44.0
425902.0,2016.0,5.0,9,45.0
425902.0,2016.0,6.0,9,54.0
425902.0,2016.0,7.0,6,42.0
425902.0,2016.0,8.0,3,24.0
425902.0,2016.0,9.0,4,36.0
429400.0,2015.0,5.0,1,5.0
429664.0,2015.0,1.0,39,39.0
429664.0,2015.0,2.0,5,10.0
429664.0,2015.0,3.0,23,69.0
429664.0,2015.0,4.0,17,68.0
429664.0,2015.0,5.0,23,115.0
429664.0,2015.0,6.0,18,108.0
429664.0,2015.0,7.0,18,126.0
429664.0,2015.0,8.0,21,168.0
429664.0,2015.0,9.0,11,99.0
429664.0,2016.0,1.0,41,41.0
429664.0,2016.0,2.0,4,8.0
429664.0,2016.0,3.0,22,66.0
429664.0,2016.0,4.0,28,112.0
429664.0,2016.0,5.0,23,115.0
429664.0,2016.0,6.0,27,162.0
429664.0,2016.0,7.0,15,105.0
429664.0,2016.0,8.0,20,160.0
429664.0,2016.0,9.0,10,90.0
429664.0,2017.0,1.0,37,37.0
429664.0,2017.0,2.0,3,6.0
429664.0,2017.0,3.0,25,75.0
429664.0,2017.0,4.0,18,72.0
429664.0,2017.0,5.0,15,75.0
429664.0,2017.0,6.0,20,120.0
429664.0,2017.0,7.0,17,119.0
429664.0,2017.0,8.0,19,152.0
429664.0,2017.0,9.0,12,108.0
429664.0,2018.0,1.0,21,21.0
429664.0,2018.0,2.0,4,8.0
429664.0,2018.0,3.0,11,33.0
429664.0,2018.0,4.0,8,32.0
429664.0,2018.0,5.0,10,50.0
429664.0,2018.0,6.0,12,72.0
429664.0,2018.0,7.0,11,77.0
429664.0,2018.0,8.0,12,96.0
429664.0,2018.0,9.0,2,18.0
429665.0,2015.0,1.0,21,21.0
429665.0,2015.0,2.0,14,28.0
429665.0,2015.0,3.0,11,33.0
429665.0,2015.0,4.0,29,116.0
429665.0,2015.0,5.0,8,40.0
429665.0,2015.0,6.0,28,168.0
429665.0,2015.0,7.0,16,112.0
429665.0,2015.0,8.0,17,136.0
429665.0,2015.0,9.0,11,99.0
429665.0,2016.0,1.0,40,40.0
429665.0,2016.0,2.0,5,10.0
429665.0,2016.0,3.0,23,69.0
429665.0,2016.0,4.0,20,80.0
429665.0,2016.0,5.0,9,45.0
429665.0,2016.0,6.0,17,102.0
429665.0,2016.0,7.0,15,105.0
429665.0,2016.0,8.0,19,152.0
429665.0,2016.0,9.0,14,126.0
429665.0,2017.0,1.0,15,15.0
429665.0,2017.0,2.0,14,28.0
429665.0,2017.0,3.0,13,39.0
429665.0,2017.0,4.0,24,96.0
429665.0,2017.0,5.0,14,70.0
429665.0,2017.0,6.0,20,120.0
429665.0,2017.0,7.0,17,119.0
429665.0,2017.0,8.0,17,136.0
429665.0,2017.0,9.0,8,72.0
429665.0,2018.0,1.0,16,16.0
429665.0,2018.0,2.0,13,26.0
429665.0,2018.0,3.0,10,30.0
429665.0,2018.0,4.0,22,88.0
429665.0,2018.0,5.0,8,40.0
429665.0,2018.0,6.0,11,66.0
429665.0,2018.0,7.0,16,112.0
429665.0,2018.0,8.0,17,136.0
429665.0,2018.0,9.0,7,63.0
429666.0,2015.0,1.0,4,4.0
429666.0,2015.0,2.0,17,34.0
429666.0,2015.0,3.0,5,15.0
429666.0,2015.0,4.0,16,64.0
429666.0,2015.0,5.0,10,50.0
429666.0,2015.0,6.0,12,72.0
429666.0,2015.0,7.0,11,77.0
429666.0,2015.0,8.0,6,48.0
429666.0,2015.0,9.0,8,72.0
429666.0,2016.0,1.0,4,4.0
429666.0,2016.0,2.0,26,52.0
429666.0,2016.0,3.0,13,39.0
429666.0,2016.0,4.0,19,76.0
429666.0,2016.0,5.0,10,50.0
429666.0,2016.0,6.0,10,60.0
429666.0,2016.0,7.0,12,84.0
429666.0,2016.0,8.0,11,88.0
429666.0,2016.0,9.0,4,36.0
429666.0,2017.0,1.0,1,1.0
429666.0,2017.0,2.0,11,22.0
429666.0,2017.0,3.0,6,18.0
429666.0,2017.0,4.0,6,24.0
429666.0,2017.0,5.0,8,40.0
429666.0,2017.0,6.0,5,30.0
429666.0,2017.0,7.0,6,42.0
429666.0,2017.0,8.0,5,40.0
429666.0,2017.0,9.0,4,36.0
429667.0,2015.0,1.0,20,20.0
429667.0,2015.0,2.0,12,24.0
429667.0,2015.0,3.0,14,42.0
429667.0,2015.0,4.0,12,48.0
429667.0,2015.0,5.0,12,60.0
429667.0,2015.0,6.0,9,54.0
429667.0,2015.0,7.0,9,63.0
429667.0,2015.0,8.0,10,80.0
429667.0,2015.0,9.0,9,81.0
429667.0,2016.0,1.0,4,4.0
429667.0,2016.0,2.0,13,26.0
429667.0,2016.0,3.0,4,12.0
429667.0,2016.0,4.0,13,52.0
429667.0,2016.0,5.0,8,40.0
429667.0,2016.0,6.0,6,36.0
429667.0,2016.0,7.0,6,42.0
429667.0,2016.0,8.0,6,48.0
429667.0,2016.0,9.0,4,36.0
429711.0,2015.0,1.0,3,3.0
429711.0,2015.0,2.0,6,12.0
429711.0,2015.0,3.0,10,30.0
429711.0,2015.0,4.0,6,24.0
429711.0,2015.0,5.0,7,35.0
429711.0,2015.0,6.0,3,18.0
429711.0,2015.0,7.0,3,21.0
429711.0,2015.0,8.0,7,56.0
429711.0,2015.0,9.0,3,27.0
429711.0,2016.0,1.0,11,11.0
429711.0,2016.0,2.0,7,14.0
429711.0,2016.0,3.0,5,15.0
429711.0,2016.0,4.0,5,20.0
429711.0,2016.0,5.0,10,50.0
429711.0,2016.0,6.0,7,42.0
429711.0,2016.0,7.0,8,56.0
429711.0,2016.0,8.0,3,24.0
429711.0,2016.0,9.0,3,27.0
429711.0,2017.0,2.0,1,2.0
429711.0,2017.0,3.0,2,6.0
429711.0,2017.0,4.0,2,8.0
429711.0,2017.0,5.0,1,5.0
429711.0,2017.0,6.0,2,12.0
429711.0,2017.0,7.0,2,14.0
429711.0,2017.0,8.0,1,8.0
429711.0,2017.0,9.0,1,9.0
429713.0,2015.0,1.0,12,12.0
429713.0,2015.0,2.0,2,4.0
429713.0,2015.0,3.0,8,24.0
429713.0,2015.0,4.0,5,20.0
429713.0,2015.0,5.0,8,40.0
429713.0,2015.0,6.0,8,48.0
429713.0,2015.0,7.0,11,77.0
429713.0,2015.0,8.0,7,56.0
429713.0,2015.0,9.0,7,63.0
429717.0,2015.0,2.0,1,2.0
429717.0,2015.0,3.0,2,6.0
429717.0,2015.0,5.0,1,5.0
429717.0,2015.0,7.0,1,7.0
429719.0,2016.0,3.0,2,6.0
429719.0,2016.0,4.0,1,4.0
429719.0,2016.0,6.0,1,6.0
429719.0,2016.0,7.0,1,7.0
429719.0,2017.0,3.0,1,3.0
429719.0,2017.0,4.0,1,4.0
429722.0,2017.0,2.0,1,2.0
429722.0,2017.0,4.0,1,4.0
429781.0,2015.0,2.0,1,2.0
430001.0,2015.0,1.0,2,2.0
430001.0,2015.0,2.0,1,2.0
430001.0,2015.0,3.0,1,3.0
430001.0,2015.0,4.0,4,16.0
430001.0,2015.0,5.0,1,5.0
430001.0,2015.0,6.0,1,6.0
430001.0,2015.0,7.0,2,14.0
430001.0,2015.0,8.0,1,8.0
430001.0,2015.0,9.0,1,9.0
430001.0,2016.0,1.0,6,6.0
430001.0,2016.0,2.0,4,8.0
430001.0,2016.0,3.0,4,12.0
430001.0,2016.0,4.0,5,20.0
430001.0,2016.0,5.0,4,20.0
430001.0,2016.0,6.0,4,24.0
430001.0,2016.0,7.0,7,49.0
430001.0,2016.0,8.0,6,48.0
430001.0,2016.0,9.0,3,27.0
430001.0,2017.0,1.0,3,3.0
430001.0,2017.0,2.0,4,8.0
430001.0,2017.0,3.0,3,9.0
430001.0,2017.0,4.0,3,12.0
430001.0,2017.0,5.0,2,10.0
430001.0,2017.0,6.0,3,18.0
430001.0,2017.0,7.0,1,7.0
430001.0,2017.0,8.0,1,8.0
430001.0,2017.0,9.0,1,9.0
430203.0,2015.0,1.0,5,5.0
430203.0,2015.0,2.0,9,18.0
430203.0,2015.0,3.0,3,9.0
430203.0,2015.0,4.0,12,48.0
430203.0,2015.0,5.0,10,50.0
430203.0,2015.0,6.0,8,48.0
430203.0,2015.0,7.0,6,42.0
430203.0,2015.0,8.0,7,56.0
430203.0,2015.0,9.0,6,54.0
430321.0,2015.0,1.0,5,5.0
430321.0,2015.0,2.0,3,6.0
430321.0,2015.0,3.0,4,12.0
430321.0,2015.0,4.0,8,32.0
430321.0,2015.0,5.0,4,20.0
430321.0,2015.0,6.0,6,36.0
430321.0,2015.0,7.0,7,49.0
430321.0,2015.0,8.0,4,32.0
430321.0,2015.0,9.0,6,54.0
430404.0,2015.0,1.0,5,5.0
430404.0,2015.0,2.0,6,12.0
430404.0,2015.0,3.0,4,12.0
430404.0,2015.0,4.0,3,12.0
430404.0,2015.0,5.0,4,20.0
430404.0,2015.0,6.0,7,42.0
430404.0,2015.0,7.0,8,56.0
430404.0,2015.0,8.0,8,64.0
430404.0,2015.0,9.0,3,27.0
430580.0,2016.0,2.0,1,2.0
430603.0,2016.0,2.0,2,4.0
430603.0,2016.0,4.0,1,4.0
430603.0,2016.0,6.0,1,6.0
430605.0,2015.0,1.0,6,6.0
430605.0,2015.0,2.0,8,16.0
430605.0,2015.0,3.0,4,12.0
430605.0,2015.0,4.0,10,40.0
430605.0,2015.0,5.0,2,10.0
430605.0,2015.0,6.0,9,54.0
430605.0,2015.0,7.0,5,35.0
430605.0,2015.0,8.0,4,32.0
430605.0,2015.0,9.0,4,36.0
430605.0,2016.0,1.0,2,2.0
430605.0,2016.0,2.0,9,18.0
430605.0,2016.0,3.0,1,3.0
430605.0,2016.0,4.0,8,32.0
430605.0,2016.0,5.0,4,20.0
430605.0,2016.0,6.0,3,18.0
430605.0,2016.0,7.0,13,91.0
430605.0,2016.0,8.0,5,40.0
430605.0,2016.0,9.0,3,27.0
430605.0,2017.0,1.0,2,2.0
430605.0,2017.0,3.0,2,6.0
430605.0,2017.0,4.0,1,4.0
430605.0,2017.0,5.0,6,30.0
430605.0,2017.0,6.0,2,12.0
430605.0,2017.0,7.0,2,14.0
430605.0,2017.0,8.0,1,8.0
430605.0,2017.0,9.0,1,9.0
430611.0,2015.0,3.0,1,3.0
430611.0,2015.0,5.0,1,5.0
430611.0,2015.0,6.0,2,12.0
430611.0,2015.0,7.0,5,35.0
430611.0,2015.0,8.0,1,8.0
430611.0,2015.0,9.0,2,18.0
430637.0,2015.0,1.0,6,6.0
430637.0,2015.0,2.0,12,24.0
430637.0,2015.0,3.0,10,30.0
430637.0,2015.0,4.0,12,48.0
430637.0,2015.0,5.0,8,40.0
430637.0,2015.0,6.0,11,66.0
430637.0,2015.0,7.0,9,63.0
430637.0,2015.0,8.0,7,56.0
430637.0,2015.0,9.0,7,63.0
430637.0,2016.0,1.0,2,2.0
430637.0,2016.0,2.0,9,18.0
430637.0,2016.0,3.0,4,12.0
430637.0,2016.0,4.0,8,32.0
430637.0,2016.0,5.0,10,50.0
430637.0,2016.0,6.0,9,54.0
430637.0,2016.0,7.0,9,63.0
430637.0,2016.0,8.0,10,80.0
430637.0,2016.0,9.0,12,108.0
430652.0,2015.0,1.0,10,10.0
430652.0,2015.0,2.0,2,4.0
430652.0,2015.0,3.0,5,15.0
430652.0,2015.0,4.0,1,4.0
430652.0,2015.0,5.0,6,30.0
430652.0,2015.0,6.0,5,30.0
430652.0,2015.0,7.0,5,35.0
430652.0,2015.0,8.0,7,56.0
430652.0,2015.0,9.0,6,54.0
430681.0,2015.0,2.0,2,4.0
430681.0,2015.0,4.0,1,4.0
430832.0,2015.0,1.0,25,25.0
430832.0,2015.0,2.0,8,16.0
430832.0,2015.0,3.0,14,42.0
430832.0,2015.0,4.0,18,72.0
430832.0,2015.0,5.0,13,65.0
430832.0,2015.0,6.0,18,108.0
430832.0,2015.0,7.0,19,133.0
430832.0,2015.0,8.0,22,176.0
430832.0,2015.0,9.0,9,81.0
430832.0,2016.0,1.0,21,21.0
